req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,predBidProb,post_id_manuf,manufacturer_name,manufacture_country,vendor_status
0,1,quick,1,0,0,[4-11),[1-10),,0.070249535,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.070209004,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.06784325,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.045334574,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.032369662,5011,YAAF,,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.020489106,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.016696723,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.011415557,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.011193847,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.007283904,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,[4-11),[1-10),,0.0011029489,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.60358477,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.3219351,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.2823044,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.15836303,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.116951466,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.08590432,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.07445882,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.059298005,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.045400742,5011,YAAF,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.041194003,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.030422756,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.02598894,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.015036428,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.014905517,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.013652776,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.011648667,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.011570446,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.010538912,15203,Dakrim Ltd,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.009514816,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.007945478,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.6118329,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.34925666,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.16051842,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.13047004,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.116640255,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.11027046,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.057855792,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.05506532,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.041600335,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.040391978,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.037568867,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.032331675,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.026344925,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.025626494,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.020972958,5011,YAAF,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.008092608,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.007150249,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.0024677915,21576,Masteran LTD,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.0022609506,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.0014527797,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.56791455,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.30622014,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.18660977,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.15664035,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.109419845,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.10670186,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.077101715,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.06511856,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.061185174,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.036428675,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.030719265,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.028111622,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.026210131,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.020784523,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.013981483,5011,YAAF,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.011480734,15203,Dakrim Ltd,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.010379818,20522,AVCO,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.0065199295,35999,ETA Aerospace,IN,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.006119025,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.004931123,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.5027533,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.31202748,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.18119645,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.16252784,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.1475026,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.10888781,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.09557626,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.031987827,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.030777436,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.026910814,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.024446985,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.021173736,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.019539764,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.011886101,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.01081853,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.01065872,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.0100076925,15203,Dakrim Ltd,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.009503305,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.008998036,756,Micron E.M.E,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.008855299,35999,ETA Aerospace,IN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.47235832,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.2603497,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.21698023,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.16300608,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.11632483,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.11529037,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.10589277,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.07778655,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.073358916,756,Micron E.M.E,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.07243151,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.042779792,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.039137054,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.028720384,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.018951843,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.018271893,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.017828254,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.016918125,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.007630762,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.007284352,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.005615266,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.5516682,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.29316095,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.1969615,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.16396421,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.077460185,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.07176544,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.053109903,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.0452677,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.037631914,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.036887333,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.028541178,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.027479678,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.022134054,35999,ETA Aerospace,IN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.021365503,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.020381616,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.01747676,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.014786379,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.014036149,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.012267178,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.010536993,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.55382454,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.3176609,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.14760578,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.14275607,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1307122,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.08662612,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.07808707,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.0627326,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.05905592,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.05542262,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.040627826,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.037527706,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.029831406,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.02920991,21576,Masteran LTD,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.019551342,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.01759682,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.01646934,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.014665971,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.0052946676,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.0024441157,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.5348483,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.2876469,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.15052329,35999,ETA Aerospace,IN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.11368259,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.10380288,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.0963867,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.08775883,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.08451904,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.081581734,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.06542183,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.04076344,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.03569558,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.028853178,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.02854482,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.026101418,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.016873589,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.011037274,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.010559657,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.007543974,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.0051069558,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.5002578,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.35017446,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.30786887,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.19085307,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.14948545,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.11613982,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.09754887,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.09332872,5011,YAAF,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.04555957,15203,Dakrim Ltd,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.042581923,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.03877033,756,Micron E.M.E,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.020514298,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.018956859,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.008976541,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.008691411,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.008578871,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.007826442,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.0016941242,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.0015485289,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[11-20),[10-30),,0.0008589227,65418,Hall Family Investments 3 LLC,US,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.44405204,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.26982358,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.25591525,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.18158168,756,Micron E.M.E,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.17490278,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.14922753,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.13380344,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.10524087,5011,YAAF,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.0801013,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.05851272,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.035172217,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.030104954,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.013996676,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.0077726804,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.003920525,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.0026598424,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.0011553582,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.0009054634,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.00074287347,65418,Hall Family Investments 3 LLC,US,vendor
0,1,quick,1,0,0,[11-20),[1-10),,0.0006252723,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.5340635,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.31617385,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.20651864,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.19334128,5011,YAAF,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.15106246,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.07440692,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.056376133,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.021637857,756,Micron E.M.E,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.021595854,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.017800763,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.017757969,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.012345684,15203,Dakrim Ltd,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.01209988,20522,AVCO,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.011517945,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.00838112,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.0058589694,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.005858278,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.004006216,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.0033126082,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[11-20),[30-100),,0.003245183,63577,Inolif,TR,vendor
