req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,predBidProb,post_id_manuf,manufacturer_name,manufacture_country,vendor_status
0,1,quick,1,0,0,[1-4),[1-10),,0.11665558,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.0994952,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.07698103,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.046055425,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.040861566,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.032935817,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.02418509,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.02395606,756,Micron E.M.E,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.020616481,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.018027715,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.012891837,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.0048377365,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.0042133746,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.5001682,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.3912506,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.31471118,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.21212763,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.12708698,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.11628969,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.09309132,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.066213466,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.061071336,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.057143703,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.04302393,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.04200471,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.039439555,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.035241447,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.030150957,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.028462054,35999,ETA Aerospace,IN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.02319436,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.016366506,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.008314543,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.008003475,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.5124138,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.381836,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.35072342,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.19200516,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.1859665,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.17601094,35999,ETA Aerospace,IN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.16348594,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.14189789,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.06788962,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.050075695,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.050032753,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.02550328,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.024958508,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.019771464,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.01578992,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.01072246,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.010381497,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.007706495,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.0055036913,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.005222761,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.49726936,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.37767825,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.29946148,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.2966552,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.15936181,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.11413452,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.110573694,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.08153083,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.05628078,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.05623812,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.03793835,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.024446273,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.016635183,790,M. Barzilay Metal industries Ltd.,IL,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.014065155,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.01241077,21576,Masteran LTD,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.011152972,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.0068980046,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.002493099,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.002341158,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.0020003933,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.47316843,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.4627015,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.35203615,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.19242565,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.161542,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.14160113,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.10131572,54499,Leshine,CN,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.0731865,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.07285576,5011,YAAF,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.04297783,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.04095644,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.012151118,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.012048778,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.009729166,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.0074182823,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.0011738363,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.00034513458,15203,Dakrim Ltd,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.00015308609,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,>=20,[10-30),,9.818503e-05,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,>=20,[10-30),,8.493033e-05,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.499069,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.37391397,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.3211917,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.29692873,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.26389173,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.13418834,54499,Leshine,CN,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.11576767,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.096139446,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.074388,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.070715874,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.048016127,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.02257862,5011,YAAF,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.012463456,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.009309929,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.0047161058,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.0004925989,756,Micron E.M.E,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.00024611878,20224,YDC METAL,TR,vendor
0,1,quick,1,0,0,>=20,[1-10),,7.6805445e-05,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,>=20,[1-10),,7.1372175e-05,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,2.444852e-05,5007,nirgal metal turning,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.51678675,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.40551516,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.3701997,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.24767438,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.17343727,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.10680624,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.06342794,54499,Leshine,CN,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.041074622,5011,YAAF,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.029459056,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.024975408,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.019924402,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.017230669,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.007530466,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.003437929,1276,A. Peer Industries Ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.002267992,63577,Inolif,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.0007409673,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.00036962505,20522,AVCO,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.00021168808,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,7.9792306e-05,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,2.4934514e-05,5007,nirgal metal turning,,vendor
0,1,quick,1,0,0,>=20,>=200,,0.520457,15228,Metalif Inc.,TR,vendor
