req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,predBidProb,post_id_manuf,manufacturer_name,manufacture_country
0,1,quick,1,0,0,[4-11),[100-200),,0.1559248,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,[4-11),[100-200),,0.12642469,1714,MATIC Kft.,HU
0,1,quick,1,0,0,[4-11),[100-200),,0.10738261,742,N.B.T. Sharpening & Machining Ltd.,
0,1,quick,1,0,0,[4-11),[100-200),,0.08080843,4753,Aloni engineering,CN
0,1,quick,1,0,0,[4-11),[100-200),,0.08053183,788,Zahavi steel ltd.,
0,1,quick,1,0,0,[4-11),[100-200),,0.06978873,20224,YDC METAL,TR
0,1,quick,1,0,0,[4-11),[100-200),,0.058371298,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,[4-11),[100-200),,0.04243958,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,[4-11),[100-200),,0.04018203,44404,4MODEL,CN
0,1,quick,1,0,0,[4-11),[100-200),,0.03041205,23710,5MGLOBAL,TR
0,1,quick,1,0,0,[4-11),[100-200),,0.017027289,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR
0,1,quick,1,0,0,[4-11),[100-200),,0.014160054,774,R.Benes Metal Ltd.,
0,1,quick,1,0,0,[4-11),[100-200),,0.01167249,740,A. Nissim Metal industry Ltd.,
0,1,quick,1,0,0,[4-11),[100-200),,0.010865943,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,quick,1,0,0,[4-11),[100-200),,0.010082093,63577,Inolif,TR
0,1,quick,1,0,0,[1-4),[10-30),,0.52677923,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,[1-4),[10-30),,0.3752489,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,[1-4),[10-30),,0.22817005,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,[1-4),[10-30),,0.17302078,15228,Metalif Inc.,TR
0,1,quick,1,0,0,[1-4),[10-30),,0.1334537,770,M.ash presicion mechanics,IL
0,1,quick,1,0,0,[1-4),[10-30),,0.09738396,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,[1-4),[10-30),,0.09728818,54499,Leshine,CN
0,1,quick,1,0,0,[1-4),[10-30),,0.08720012,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,[1-4),[10-30),,0.06479684,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN
0,1,quick,1,0,0,[1-4),[10-30),,0.0645457,788,Zahavi steel ltd.,
0,1,quick,1,0,0,[1-4),[10-30),,0.06358316,740,A. Nissim Metal industry Ltd.,
0,1,quick,1,0,0,[1-4),[10-30),,0.054309025,774,R.Benes Metal Ltd.,
0,1,quick,1,0,0,[1-4),[10-30),,0.050248805,23710,5MGLOBAL,TR
0,1,quick,1,0,0,[1-4),[10-30),,0.048102576,4753,Aloni engineering,CN
0,1,quick,1,0,0,[1-4),[10-30),,0.037448052,44404,4MODEL,CN
0,1,quick,1,0,0,[1-4),[10-30),,0.03634633,15611,Chemograf Ltd.,
0,1,quick,1,0,0,[1-4),[10-30),,0.031608265,5011,YAAF,
0,1,quick,1,0,0,[1-4),[10-30),,0.02285692,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,[1-4),[10-30),,0.014183337,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,quick,1,0,0,[1-4),[10-30),,0.013366557,1276,A. Peer Industries Ltd.,
0,1,quick,1,0,0,[1-4),[1-10),,0.37367982,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,[1-4),[1-10),,0.26758254,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,[1-4),[1-10),,0.26094761,15228,Metalif Inc.,TR
0,1,quick,1,0,0,[1-4),[1-10),,0.19535625,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,[1-4),[1-10),,0.1449299,54499,Leshine,CN
0,1,quick,1,0,0,[1-4),[1-10),,0.13617851,788,Zahavi steel ltd.,
0,1,quick,1,0,0,[1-4),[1-10),,0.12678596,770,M.ash presicion mechanics,IL
0,1,quick,1,0,0,[1-4),[1-10),,0.11783213,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,[1-4),[1-10),,0.114229366,774,R.Benes Metal Ltd.,
0,1,quick,1,0,0,[1-4),[1-10),,0.09199669,4753,Aloni engineering,CN
0,1,quick,1,0,0,[1-4),[1-10),,0.063676775,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,[1-4),[1-10),,0.058720183,740,A. Nissim Metal industry Ltd.,
0,1,quick,1,0,0,[1-4),[1-10),,0.050711703,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,quick,1,0,0,[1-4),[1-10),,0.035872567,756,Micron E.M.E,
0,1,quick,1,0,0,[1-4),[1-10),,0.03397658,742,N.B.T. Sharpening & Machining Ltd.,
0,1,quick,1,0,0,[1-4),[1-10),,0.03380888,15611,Chemograf Ltd.,
0,1,quick,1,0,0,[1-4),[1-10),,0.026989633,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN
0,1,quick,1,0,0,[1-4),[1-10),,0.02361997,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,[1-4),[1-10),,0.021718448,1276,A. Peer Industries Ltd.,
0,1,quick,1,0,0,[1-4),[1-10),,0.018327147,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR
0,1,quick,1,0,0,[1-4),[30-100),,0.4789121,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,[1-4),[30-100),,0.3579832,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,[1-4),[30-100),,0.3213175,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,[1-4),[30-100),,0.28660446,15228,Metalif Inc.,TR
0,1,quick,1,0,0,[1-4),[30-100),,0.13545366,44404,4MODEL,CN
0,1,quick,1,0,0,[1-4),[30-100),,0.097399615,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,[1-4),[30-100),,0.08675738,54499,Leshine,CN
0,1,quick,1,0,0,[1-4),[30-100),,0.078448504,770,M.ash presicion mechanics,IL
0,1,quick,1,0,0,[1-4),[30-100),,0.07364432,788,Zahavi steel ltd.,
0,1,quick,1,0,0,[1-4),[30-100),,0.07351704,15611,Chemograf Ltd.,
0,1,quick,1,0,0,[1-4),[30-100),,0.0678604,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,[1-4),[30-100),,0.05965807,1714,MATIC Kft.,HU
0,1,quick,1,0,0,[1-4),[30-100),,0.057923973,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,quick,1,0,0,[1-4),[30-100),,0.05451509,19924,RUDI LTD,
0,1,quick,1,0,0,[1-4),[30-100),,0.051080786,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,[1-4),[30-100),,0.046605375,23710,5MGLOBAL,TR
0,1,quick,1,0,0,[1-4),[30-100),,0.041070595,4753,Aloni engineering,CN
0,1,quick,1,0,0,[1-4),[30-100),,0.038967006,63577,Inolif,TR
0,1,quick,1,0,0,[1-4),[30-100),,0.027343826,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN
0,1,quick,1,0,0,[1-4),[30-100),,0.02145007,5011,YAAF,
0,1,quick,1,0,0,[1-4),>=200,,0.5499152,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,[1-4),>=200,,0.359443,15228,Metalif Inc.,TR
0,1,quick,1,0,0,[1-4),>=200,,0.30111116,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,[1-4),>=200,,0.23127994,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,[1-4),>=200,,0.16681047,1714,MATIC Kft.,HU
0,1,quick,1,0,0,[1-4),>=200,,0.11798218,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,[1-4),>=200,,0.11482368,54499,Leshine,CN
0,1,quick,1,0,0,[1-4),>=200,,0.11309181,63577,Inolif,TR
0,1,quick,1,0,0,[1-4),>=200,,0.09967821,35999,ETA Aerospace,IN
0,1,quick,1,0,0,[1-4),>=200,,0.07977565,44404,4MODEL,CN
0,1,quick,1,0,0,[1-4),>=200,,0.063483216,788,Zahavi steel ltd.,
0,1,quick,1,0,0,[1-4),>=200,,0.048695564,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,[1-4),>=200,,0.03538055,23710,5MGLOBAL,TR
0,1,quick,1,0,0,[1-4),>=200,,0.031778373,4753,Aloni engineering,CN
0,1,quick,1,0,0,[1-4),>=200,,0.030426716,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,quick,1,0,0,[1-4),>=200,,0.02947252,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN
0,1,quick,1,0,0,[1-4),>=200,,0.027835183,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,[1-4),>=200,,0.021408143,770,M.ash presicion mechanics,IL
0,1,quick,1,0,0,[1-4),>=200,,0.010684183,20224,YDC METAL,TR
0,1,quick,1,0,0,[1-4),>=200,,0.009246335,19924,RUDI LTD,
0,1,quick,1,0,0,[1-4),[100-200),,0.4729463,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,[1-4),[100-200),,0.37414995,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,[1-4),[100-200),,0.2859335,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,[1-4),[100-200),,0.21284556,54499,Leshine,CN
0,1,quick,1,0,0,[1-4),[100-200),,0.20868081,15228,Metalif Inc.,TR
0,1,quick,1,0,0,[1-4),[100-200),,0.19238359,1714,MATIC Kft.,HU
0,1,quick,1,0,0,[1-4),[100-200),,0.1714291,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,[1-4),[100-200),,0.10559209,788,Zahavi steel ltd.,
0,1,quick,1,0,0,[1-4),[100-200),,0.07812245,742,N.B.T. Sharpening & Machining Ltd.,
0,1,quick,1,0,0,[1-4),[100-200),,0.073150285,63577,Inolif,TR
0,1,quick,1,0,0,[1-4),[100-200),,0.071962774,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,[1-4),[100-200),,0.05809888,44404,4MODEL,CN
0,1,quick,1,0,0,[1-4),[100-200),,0.04971737,4753,Aloni engineering,CN
0,1,quick,1,0,0,[1-4),[100-200),,0.049626857,23680,"Dakings Rapid Manufacturing Co., Limited",CN
0,1,quick,1,0,0,[1-4),[100-200),,0.044845596,23710,5MGLOBAL,TR
0,1,quick,1,0,0,[1-4),[100-200),,0.04431221,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,[1-4),[100-200),,0.021675652,790,M. Barzilay Metal industries Ltd.,IL
0,1,quick,1,0,0,[1-4),[100-200),,0.020401191,20224,YDC METAL,TR
0,1,quick,1,0,0,[1-4),[100-200),,0.014765139,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN
0,1,quick,1,0,0,[1-4),[100-200),,0.0101508545,21576,Masteran LTD,
0,1,quick,1,0,0,>=20,[10-30),,0.39316335,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,>=20,[10-30),,0.3630036,770,M.ash presicion mechanics,IL
0,1,quick,1,0,0,>=20,[10-30),,0.34044725,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,>=20,[10-30),,0.20178996,15228,Metalif Inc.,TR
0,1,quick,1,0,0,>=20,[10-30),,0.1495757,4753,Aloni engineering,CN
0,1,quick,1,0,0,>=20,[10-30),,0.11647081,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,>=20,[10-30),,0.0791032,54499,Leshine,CN
0,1,quick,1,0,0,>=20,[10-30),,0.062034942,774,R.Benes Metal Ltd.,
0,1,quick,1,0,0,>=20,[10-30),,0.057401426,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,>=20,[10-30),,0.057089545,15611,Chemograf Ltd.,
0,1,quick,1,0,0,>=20,[10-30),,0.036006853,5011,YAAF,
0,1,quick,1,0,0,>=20,[10-30),,0.03505683,788,Zahavi steel ltd.,
0,1,quick,1,0,0,>=20,[10-30),,0.033097062,740,A. Nissim Metal industry Ltd.,
0,1,quick,1,0,0,>=20,[10-30),,0.012372487,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,quick,1,0,0,>=20,[10-30),,0.010127615,23710,5MGLOBAL,TR
0,1,quick,1,0,0,>=20,[10-30),,0.008873523,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,>=20,[10-30),,0.00796882,44404,4MODEL,CN
0,1,quick,1,0,0,>=20,[10-30),,0.005267449,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,>=20,[10-30),,0.00334207,1276,A. Peer Industries Ltd.,
0,1,quick,1,0,0,>=20,[10-30),,0.0009070561,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR
0,1,quick,1,0,0,>=20,[1-10),,0.38719952,15228,Metalif Inc.,TR
0,1,quick,1,0,0,>=20,[1-10),,0.35969716,770,M.ash presicion mechanics,IL
0,1,quick,1,0,0,>=20,[1-10),,0.29013503,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,>=20,[1-10),,0.27391478,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,>=20,[1-10),,0.24210468,4753,Aloni engineering,CN
0,1,quick,1,0,0,>=20,[1-10),,0.14411679,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,>=20,[1-10),,0.1185757,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,>=20,[1-10),,0.11070467,774,R.Benes Metal Ltd.,
0,1,quick,1,0,0,>=20,[1-10),,0.097903535,54499,Leshine,CN
0,1,quick,1,0,0,>=20,[1-10),,0.078006625,788,Zahavi steel ltd.,
0,1,quick,1,0,0,>=20,[1-10),,0.049924284,15611,Chemograf Ltd.,
0,1,quick,1,0,0,>=20,[1-10),,0.04327829,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,quick,1,0,0,>=20,[1-10),,0.024621688,740,A. Nissim Metal industry Ltd.,
0,1,quick,1,0,0,>=20,[1-10),,0.02123053,5011,YAAF,
0,1,quick,1,0,0,>=20,[1-10),,0.014926803,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,>=20,[1-10),,0.010465006,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,>=20,[1-10),,0.008829798,1276,A. Peer Industries Ltd.,
0,1,quick,1,0,0,>=20,[1-10),,0.005013145,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR
0,1,quick,1,0,0,>=20,[1-10),,0.001514609,44404,4MODEL,CN
0,1,quick,1,0,0,>=20,[1-10),,0.00024760747,756,Micron E.M.E,
0,1,quick,1,0,0,>=20,[30-100),,0.36750624,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,>=20,[30-100),,0.35263783,15228,Metalif Inc.,TR
0,1,quick,1,0,0,>=20,[30-100),,0.34077036,770,M.ash presicion mechanics,IL
0,1,quick,1,0,0,>=20,[30-100),,0.30986574,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,>=20,[30-100),,0.20732509,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,>=20,[30-100),,0.1916807,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,>=20,[30-100),,0.1758578,4753,Aloni engineering,CN
0,1,quick,1,0,0,>=20,[30-100),,0.09221342,15611,Chemograf Ltd.,
0,1,quick,1,0,0,>=20,[30-100),,0.08037502,54499,Leshine,CN
0,1,quick,1,0,0,>=20,[30-100),,0.039327458,788,Zahavi steel ltd.,
0,1,quick,1,0,0,>=20,[30-100),,0.029672205,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,>=20,[30-100),,0.02345447,5011,YAAF,
0,1,quick,1,0,0,>=20,[30-100),,0.015639244,23710,5MGLOBAL,TR
0,1,quick,1,0,0,>=20,[30-100),,0.010541055,44404,4MODEL,CN
0,1,quick,1,0,0,>=20,[30-100),,0.0062375725,19928,"א.ל. כרסומטל זיווד בע""מ",
0,1,quick,1,0,0,>=20,[30-100),,0.00444831,1714,MATIC Kft.,HU
0,1,quick,1,0,0,>=20,[30-100),,0.004355702,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,quick,1,0,0,>=20,[30-100),,0.0036257312,1276,A. Peer Industries Ltd.,
0,1,quick,1,0,0,>=20,[30-100),,0.0029856665,20522,AVCO,
0,1,quick,1,0,0,>=20,[30-100),,0.0010547498,774,R.Benes Metal Ltd.,
0,1,quick,1,0,0,>=20,>=200,,0.46832487,15228,Metalif Inc.,TR
0,1,quick,1,0,0,>=20,>=200,,0.37463164,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,>=20,>=200,,0.3267979,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,>=20,>=200,,0.20621276,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,>=20,>=200,,0.18047848,770,M.ash presicion mechanics,IL
0,1,quick,1,0,0,>=20,>=200,,0.12796822,4753,Aloni engineering,CN
0,1,quick,1,0,0,>=20,>=200,,0.1177236,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,>=20,>=200,,0.08517805,54499,Leshine,CN
0,1,quick,1,0,0,>=20,>=200,,0.034243293,788,Zahavi steel ltd.,
0,1,quick,1,0,0,>=20,>=200,,0.027392684,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,>=20,>=200,,0.02106512,1714,MATIC Kft.,HU
0,1,quick,1,0,0,>=20,>=200,,0.012519859,20522,AVCO,
0,1,quick,1,0,0,>=20,>=200,,0.01029686,63577,Inolif,TR
0,1,quick,1,0,0,>=20,>=200,,0.007313502,23710,5MGLOBAL,TR
0,1,quick,1,0,0,>=20,>=200,,0.0069892253,5011,YAAF,
0,1,quick,1,0,0,>=20,>=200,,0.0030297542,44404,4MODEL,CN
0,1,quick,1,0,0,>=20,>=200,,0.0018103549,15611,Chemograf Ltd.,
0,1,quick,1,0,0,>=20,>=200,,0.0017149111,1266,Semel Hagalil Design &amp; Production Ltd.,
0,1,quick,1,0,0,>=20,>=200,,0.0011464686,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR
0,1,quick,1,0,0,>=20,>=200,,0.0011418844,774,R.Benes Metal Ltd.,
0,1,quick,1,0,0,>=20,[100-200),,0.44824687,5314,Hongding Photoelectric Technology,CN
0,1,quick,1,0,0,>=20,[100-200),,0.34833914,36004,Shenzhen KG Model Co. Ltd,CN
0,1,quick,1,0,0,>=20,[100-200),,0.2472934,15228,Metalif Inc.,TR
0,1,quick,1,0,0,>=20,[100-200),,0.24091388,15212,FGM TEKNİK,TR
0,1,quick,1,0,0,>=20,[100-200),,0.19549474,54499,Leshine,CN
0,1,quick,1,0,0,>=20,[100-200),,0.17180128,2184,P.D.R ELECTRONICS,CN
0,1,quick,1,0,0,>=20,[100-200),,0.14806697,4753,Aloni engineering,CN
0,1,quick,1,0,0,>=20,[100-200),,0.051698696,788,Zahavi steel ltd.,
0,1,quick,1,0,0,>=20,[100-200),,0.04460662,7490,GS ELECTRONIC PACKAGING,
0,1,quick,1,0,0,>=20,[100-200),,0.024185037,1714,MATIC Kft.,HU
