req_turning,req_milling,plan,req_sheet_metal,req_sheet_metal_inserts,one_manufacturer,num_distinct_parts_binned,total_quantity_of_parts_binned,separator,predBidProb,post_id_manuf,manufacturer_name,manufacture_country,vendor_status
0,1,quick,1,0,0,[4-11),[30-100),,0.28980568,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.1733673,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.17287788,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.1498294,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.1498294,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.111080825,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.10866423,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.10504676,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.09499748,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.076889224,5011,YAAF,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.048014533,20636,Moshe Turgerman Milling and Machining with C.N.C LTD.,,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.04157096,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),[30-100),,0.04157096,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.54793197,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.54793197,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.54793197,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.54793197,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.50803006,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.3528875,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.25511354,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.19190635,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,[4-11),>=200,,0.18839823,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,[4-11),>=200,,0.13524385,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.13270573,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,[4-11),>=200,,0.120628566,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.120628566,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.11492465,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,[4-11),>=200,,0.11143899,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.11143899,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.059831753,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.048787948,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.038223773,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[4-11),>=200,,0.036655165,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.5370565,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.36056566,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.34984073,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.34984073,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.34984073,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.34984073,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.305349,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.17838494,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.16188185,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.16188185,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.16105941,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.15132098,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.15132098,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.1238104,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.09733691,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.07578433,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.07495621,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.063806616,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.038781635,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[4-11),[100-200),,0.03571264,29877,Tecasan Kalıp İmalat San. ve Tic. A.Ş.,TR,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.45776626,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.4208509,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.25284374,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.20820445,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.19030099,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.1699073,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.1699073,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.15050952,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.14688681,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.13445361,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.10877706,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.09659289,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.09659289,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.08406661,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.08406661,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.08406661,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.08406661,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.07906452,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.06924785,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[10-30),,0.05744343,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.35759562,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.34756166,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.32930195,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.32930195,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.26913092,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.26257715,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.26257715,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.26257715,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.26257715,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.23869914,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.2060312,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.19359426,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.17426166,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.14193885,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.12468347,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.11758435,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.08378265,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.08378265,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.06050902,756,Micron E.M.E,,vendor
0,1,quick,1,0,0,[1-4),[1-10),,0.044218414,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.4998,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.374452,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.25670746,23680,"Dakings Rapid Manufacturing Co., Limited",CN,pending_vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.25616434,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.19164719,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.19164719,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.19164719,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.19164719,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.18123035,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.18123035,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.170588,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.15888429,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.15566456,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.09572229,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.09482643,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.09197474,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.075708054,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.072263785,5011,YAAF,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.06705688,19924,RUDI LTD,,vendor
0,1,quick,1,0,0,[1-4),[30-100),,0.063879736,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.5207832,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.37089884,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.30221534,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.30221534,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.30221534,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.30221534,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.23516156,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,[1-4),>=200,,0.1866442,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.18422319,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,[1-4),>=200,,0.16546047,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.16546047,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.12534896,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.123122215,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.123122215,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.12178508,35999,ETA Aerospace,IN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.1144886,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,[1-4),>=200,,0.082146674,65759,"Xiamen Guansheng Precision Machinery Co., Ltd.",CN,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.05343951,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,[1-4),>=200,,0.049262438,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,[1-4),>=200,,0.048273157,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.45219016,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.44875678,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.27772367,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.24897547,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.24090688,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.24090688,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1715165,54499,Leshine,CN,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1686593,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1686593,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1686593,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1686593,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1565144,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1565144,1714,MATIC Kft.,HU,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.1464691,63577,Inolif,TR,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.10762368,742,N.B.T. Sharpening & Machining Ltd.,,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.08688766,23680,"Dakings Rapid Manufacturing Co., Limited",CN,pending_vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.07571426,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.06729892,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.0645385,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,[1-4),[100-200),,0.041213274,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.42519653,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.3567529,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.3077856,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.27452645,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.27452645,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.26979974,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.26979974,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.26979974,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.26979974,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.2366365,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,>=20,[10-30),,0.21709327,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,>=20,[10-30),,0.12182783,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,>=20,[10-30),,0.120002076,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.120002076,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.11167361,54499,Leshine,CN,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.107391715,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.09673362,5011,YAAF,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.063759156,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.051380593,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,>=20,[10-30),,0.026388954,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,>=20,[1-10),,0.41438404,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.3205615,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.3205615,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.3205615,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.3205615,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.29023153,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.28654692,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.27396825,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.27396825,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.26733762,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,>=20,[1-10),,0.19466534,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.19466534,740,A. Nissim Metal industry Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.16802286,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,>=20,[1-10),,0.16091399,774,R.Benes Metal Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.1220856,54499,Leshine,CN,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.11108271,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.105891295,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,>=20,[1-10),,0.053489726,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.043914426,5011,YAAF,,vendor
0,1,quick,1,0,0,>=20,[1-10),,0.031238433,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.3855246,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.34770826,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.3351614,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.2585087,2184,P.D.R ELECTRONICS,CN,pending_vendor
0,1,quick,1,0,0,>=20,[30-100),,0.22742379,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.22742379,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.22742379,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.22742379,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.22215517,4753,Aloni engineering,CN,pending_vendor
0,1,quick,1,0,0,>=20,[30-100),,0.123350546,15212,FGM TEKNİK,TR,pending_vendor
0,1,quick,1,0,0,>=20,[30-100),,0.118023,15611,Chemograf Ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.10889779,5011,YAAF,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.07624588,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.07624588,788,Zahavi steel ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.049592104,54499,Leshine,CN,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.038867995,1266,Semel Hagalil Design &amp; Production Ltd.,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.025473978,7490,GS ELECTRONIC PACKAGING,,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.02088881,23710,5MGLOBAL,TR,vendor
0,1,quick,1,0,0,>=20,[30-100),,0.011928154,44404,4MODEL,CN,pending_vendor
0,1,quick,1,0,0,>=20,[30-100),,0.009831044,19928,"א.ל. כרסומטל זיווד בע""מ",,vendor
0,1,quick,1,0,0,>=20,>=200,,0.5746597,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,>=200,,0.5746597,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,>=200,,0.5746597,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,>=200,,0.5746597,15228,Metalif Inc.,TR,vendor
0,1,quick,1,0,0,>=20,>=200,,0.40827265,5314,Hongding Photoelectric Technology,CN,vendor
0,1,quick,1,0,0,>=20,>=200,,0.33506024,770,M.ash presicion mechanics,IL,vendor
0,1,quick,1,0,0,>=20,>=200,,0.33423814,36004,Shenzhen KG Model Co. Ltd,CN,vendor
0,1,quick,1,0,0,>=20,>=200,,0.26466656,2184,P.D.R ELECTRONICS,CN,pending_vendor
